date,revenue,purchases,total_views,unique_streams,unique_invoices
1570752000000000000,4985.549999999963,1581,9408,738.0,46.0
0,0.0,0,0,0.0,0.0
1570924800000000000,4307.239999999972,1254,6051,738.0,46.0
1571011200000000000,10254.329999999982,2502,11719,738.0,46.0
1571097600000000000,8142.909999999986,2577,13453,738.0,46.0
1571184000000000000,7511.259999999994,2050,10363,738.0,46.0
1571270400000000000,5998.479999999954,1914,10899,738.0,46.0
1571356800000000000,3583.9599999999878,1250,8764,738.0,46.0
0,0.0,0,0,0.0,0.0
1571529600000000000,4737.48999999998,1726,6008,738.0,46.0
1571616000000000000,16714.20000000014,2905,12523,738.0,46.0
1571702400000000000,6862.939999999947,2310,13655,738.0,46.0
1571788800000000000,6694.459999999942,1808,9239,738.0,46.0
1571875200000000000,7378.96999999997,2320,13483,738.0,46.0
1571961600000000000,5012.979999999978,1388,7716,738.0,46.0
0,0.0,0,0,0.0,0.0
1572134400000000000,6795.109999999941,2705,12739,738.0,46.0
1572220800000000000,26498.20999999999,3207,13392,738.0,46.0
1572307200000000000,4593.749999999975,1618,8650,738.0,46.0
1572393600000000000,8872.6,2478,12258,738.0,46.0
1572480000000000000,7278.529999999961,2247,12289,738.0,46.0
1572566400000000000,7635.63,2747,15826,738.0,46.0
0,0.0,0,0,0.0,0.0
1572739200000000000,8445.429999999913,3148,13965,738.0,46.0
1572825600000000000,21986.290000000383,1960,10848,,
1572912000000000000,16312.87999999995,3926,17411,,
1572998400000000000,8496.289999999957,2633,15789,,
1573084800000000000,10281.159999999962,2928,17285,,
1573171200000000000,12734.000000000045,3675,16053,,
0,0.0,0,0,0.0,0.0
1573344000000000000,8542.989999999985,2831,12971,,
1573430400000000000,13759.940000000035,3377,16564,,
1573516800000000000,12458.140000000105,3248,14330,,
1573603200000000000,15905.34000000012,3957,17941,,
1573689600000000000,9560.920000000033,3053,15227,,
1573776000000000000,10676.200000000044,2539,12822,,
0,0.0,0,0,0.0,0.0
1573948800000000000,9807.769999999982,3179,12940,,
1574035200000000000,8206.809999999949,2710,13664,,
1574121600000000000,12002.900000000118,3702,16887,,
1574208000000000000,15911.360000000066,3432,18316,,
1574294400000000000,12055.29999999992,3354,14577,,
1574380800000000000,13976.810000000089,2997,11407,,
0,0.0,0,0,0.0,0.0
1574553600000000000,6409.139999999951,2521,8807,,
1574640000000000000,13084.030000000112,3114,14991,,
1574726400000000000,18226.610000000088,4166,16840,,
1574812800000000000,14420.160000000024,3100,14336,,
1574899200000000000,9712.410000000016,2776,14607,,
1574985600000000000,9738.800000000087,2690,13440,,
0,0.0,0,0,0.0,0.0
1575158400000000000,5167.879999999948,1902,7932,,
1575244800000000000,56652.999999999185,5200,23479,,
1575331200000000000,9512.650000000029,3147,15888,,
1575417600000000000,7501.389999999969,1987,12686,738.0,46.0
1575504000000000000,21259.84000000001,4772,19576,,
1575590400000000000,8713.699999999953,1452,6153,,
